file_name,label,,
file_1502.jpg,미소,,
file_1503.jpg,적극,,
file_1504.jpg,의아심,,
file_1505.jpg,화,,
file_1506.jpg,행복,,
file_1507.jpg,재미,,
file_1508.jpg,망신,,
file_1509.jpg,술,,
file_1510.jpg,기풍,,
file_1511.jpg,술,,
file_1512.jpg,짜증,,
file_1513.jpg,격분,,
file_1514.jpg,멍,,
file_1515.jpg,화,,
file_1516.jpg,낭패,,
file_1517.jpg,사과,,
file_1518.jpg,당황,,
file_1519.jpg,행복,,
file_1520.jpg,폭력,,
file_1521.jpg,짜증,,
file_1522.jpg,공격,,
file_1523.jpg,허기,,
file_1524.jpg,음식,,
file_1525.jpg,축하,,
file_1526.png,행복,,
file_1527.jpg,식사,,
file_1528.jpg,사랑,,
file_1529.jpg,성공,,
file_1530.jpg,사랑,,
file_1531.jpg,사랑,,
file_1532.png,사랑,,
file_1533.jpg,사랑,,
file_1534.jpg,사랑,,
file_1535.jpg,사랑,,
file_1536.jpg,눈물,,
file_1537.jpg,축하,,
file_1538.jpg,축하,,
file_1539.jpg,불쾌,,
file_1540.jpg,친구,,
file_1541.jpg,조용,,
file_1542.jpg,실망,,
file_1543.jpg,출발,,
file_1544.jpg,탄식,,
file_1545.jpg,질문,,
file_1546.jpg,걱정,,
file_1547.jpg,화,,
file_1548.jpg,대답,,
file_1549.jpg,인사,,
file_1550.jpg,화,,
file_1551.jpg,무시,,
file_1552.jpg,시비,,
file_1553.jpg,불량,,
file_1554.jpg,대답,,
file_1555.jpg,냄새,,
file_1556.jpg,응시,,
file_1557.webp,열심,,
file_1558.png,친구,,
file_1559.jpg,행복,,
file_1560.jpg,피곤,,
file_1561.jpg,미소,,
file_1562.jpg,친구,,
file_1563.jpg,행복,,
file_1564.jpg,관심,,
file_1565.jpg,기대,,
file_1566.jpg,그만,,
file_1567.jpg,질문,,
file_1568.jpg,화,,
file_1569.jpg,불량,,
file_1570.jpg,행복,,
file_1571.png,화,,
file_1572.jpg,행복,,
file_1573.jpg,질문,,
file_1574.jpg,화,,
file_1575.jpg,화,,
file_1576.jpg,짜증,,
file_1577.jpg,불신,,
file_1578.jpg,질문,,
file_1579.jpg,화,,
file_1580.jpg,평화,,
file_1581.jpg,관심,,
file_1582.jpg,화,,
file_1583.jpg,열정,,
file_1584.jpg,아기,,
file_1585.jpg,짜증,,
file_1586.jpg,무관심,,
file_1587.jpg,사랑,,
file_1588.jpg,미소,,
file_1589.jpg,노래,,
file_1590.jpg,화,,
file_1591.jpg,물,,
file_1592.png,죽음,,
file_1593.jpg,멍,,
file_1594.jpg,운,,
file_1595.jpg,당황,,
file_1596.png,밥,,
file_1597.jpg,인정,,
file_1598.jpg,커피,,
file_1599.jpg,통증,,
file_1600.jpg,좌절,,
file_1601.jpg,짜증,,
file_1602.jpg,불쌍,,
file_1603.jpg,이성,,
file_1604.jpg,분노,,
file_1605.jpg,실망,,
file_1606.jpg,죽음,,
file_1607.jpg,불쌍,,
file_1608.jpg,폭력,,
file_1609.jpg,폭력,,
file_1610.jpg,화,,
file_1611.jpg,화,,
file_1612.jpg,화,,
file_1613.jpg,화,,
file_1614.jpg,시비,,
file_1615.jpg,피곤,,
file_1616.png,폭력,,
file_1617.jpg,눈치,,
file_1618.jpg,사랑,,
file_1619.jpg,연기,,
file_1620.jpg,화,,
file_1621.jpg,분노,,
file_1622.jpg,엉덩이,,
file_1623.png,화,,
file_1624.jpg,화,,
file_1625.jpg,만족,,
file_1626.jpg,짜증,,
file_1627.jpg,짜증,,
file_1628.jpg,포기,,
file_1629.jpg,휴식,,
file_1630.jpg,피곤,,
file_1631.jpg,행복,,
file_1632.jpg,사랑,,
file_1633.jpg,사랑,,
file_1634.jpg,사랑,,
file_1635.jpg,침묵,,
file_1636.jpg,화,,
file_1637.jpg,짜증,,
file_1638.jpg,만족,,
file_1639.jpg,당황,,
file_1640.jpg,문제,,
file_1641.jpg,난리,,
file_1642.jpg,휴식,,
file_1643.jpg,열의,,
file_1644.jpg,춤,,
file_1645.jpg,커피,,
,,,
file_1647.png,폭발,,
file_1648.jpg,상처,,
file_1649.jpg,흥미,,
file_1650.jpg,피곤,,
file_1651.jpg,춤,,
file_1652.png,짜증,,
,,,
file_1654.jpg,협박,,
file_1655.jpg,냄새,,
file_1656.jpg,냄새,,
file_1657.jpg,욕,,
file_1658.jpg,감탄,,
file_1659.jpg,열의,,
file_1660.jpg,탄식,,
file_1661.jpg,실성,,
file_1662.png,행복,,
file_1663.jpg,화,,
file_1664.jpg,미소,,
file_1665.jpg,탄식,,
file_1666.jpg,출근,,
file_1667.jpg,화,,
file_1668.jpg,미소,,
file_1669.jpg,교훈,,
file_1670.jpg,짜증,,
file_1671.jpg,미소,,
file_1672.jpg,미소,,
file_1673.jpg,짜증,,
file_1674.jpg,욕심,,
file_1675.jpg,행복,,
file_1676.jpg,공포,,
