file_name,label
file_1.jpg,소외
file_2.jpg,다이어트
file_3.jpg,실패
file_4.jpg,긍정
file_5.jpg,피자
file_6.jpg,식사
file_7.jpg,거절
file_8.jpg,후회
file_9.jpg,정색
file_10.jpg,불만
file_11.jpg,의문
file_12.jpg,다이어트
file_13.jpg,인정
file_14.jpg,무지
file_15.jpg,노력
file_16.jpg,외면
file_17.jpg,피곤
file_18.jpg,놀람
file_19.jpg,기절
file_20.jpg,식욕
file_21.jpg,수치
file_22.jpg,소비
file_23.jpg,운동
file_24.jpg,취소
file_25.jpg,포기
file_26.jpg,춤
file_27.jpg,노래
file_28.jpg,미남
file_29.jpg,웃음
file_30.jpg,웃음
file_31.jpg,신남
file_32.jpg,춤
file_33.jpg,친구
file_34.jpg,왕자
file_35.jpg,술
file_36.jpg,간
file_37.jpg,불만
file_38.jpg,불안
file_39.jpg,복수
file_40.jpg,외모
file_41.png,인정
file_42.jpg,웃음
file_43.jpg,짜증
file_44.jpg,의문
file_45.jpg,불안
file_46.jpg,분노
file_47.jpg,공포
file_48.jpg,비상
file_49.jpg,분노
file_50.jpg,분노
file_51.jpg,질책
file_52.jpg,사랑
file_53.jpg,연민
file_54.jpg,행복
file_55.jpg,만남
file_56.jpg,웃음
file_57.jpg,무관심
file_58.jpg,사랑
file_59.jpg,만족
file_60.jpg,해명
file_61.jpg,울음
file_62.jpg,공포
file_63.jpg,쟁취
file_64.jpg,웃음
file_65.jpg,당황
file_66.jpg,분노
file_67.jpg,구경
file_68.jpg,웃음
file_69.jpg,비밀
file_70.jpg,당황
file_71.jpg,웃음
file_72.jpg,외모
file_73.jpg,외모
file_74.jpg,유혹
file_75.jpg,계획
file_76.jpg,분노
file_77.jpg,분노
file_78.png,분노
file_79.jpg,소외
file_80.jpg,대충
file_81.jpg,만족
file_82.jpg,외모
file_83.jpg,귀찮
file_84.jpg,웃음
file_85.jpg,외모
file_86.jpg,관리
file_87.jpg,불만
file_88.jpg,칭찬
file_89.jpg,지목
file_90.jpg,칭찬
file_91.jpg,제재
file_92.jpg,공부
file_93.jpg,의문
file_94.jpg,포기
file_95.jpg,충격
file_96.png,제재
file_97.jpg,거절
file_98.jpg,제재
file_99.jpg,비난
file_100.jpg,짜증
file_101.jpg,공격
file_102.jpg,위협
file_103.jpg,구타
file_104.jpg,경고
file_105.jpg,만류
file_106.jpg,피곤
file_107.jpg,거절
file_108.jpg,의욕
file_109.jpg,피곤
file_110.jpg,연애
file_111.jpg,거짓말
file_112.jpg,연애
file_113.jpg,자녀
file_114.jpg,의문
file_115.jpg,외모
file_116.jpg,수염
file_117.jpg,지침
file_118.jpg,쓸쓸
file_119.jpg,불만
file_120.jpg,가족
file_121.jpg,부족
file_122.jpg,왕자
file_123.jpg,욕설
file_124.jpg,고소
file_125.jpg,저주
file_126.jpg,조언
file_127.jpg,위협
file_128.jpg,분노
file_129.jpg,걱정
file_130.jpg,무시
file_131.jpg,대답
file_132.jpg,고독
file_133.jpg,춤
file_134.jpg,웃음
file_135.jpg,사죄
file_136.jpg,구경
file_137.png,인사
file_138.jpg,무관심
file_139.jpg,개
file_140.jpg,감탄
file_141.jpg,조언
file_142.jpg,등장
file_143.jpg,경멸
file_144.jpg,위협
file_145.jpg,일
file_146.jpg,등장
file_147.jpg,인사
file_148.jpg,충격
file_149.jpg,당황
file_150.jpg,사랑
file_151.jpg,구타
file_152.jpg,친절
file_153.jpg,방관
file_154.jpg,칭찬
file_155.jpg,춤
file_156.png,웃음
file_157.png,인정
file_158.jpg,웃음
file_159.jpg,춤
file_160.jpg,숫자
file_161.jpg,춤
file_162.jpg,발견
file_163.png,웃음
file_164.jpg,수면
file_165.jpg,예민
file_166.jpg,피곤
file_167.jpg,양심
file_168.jpg,수면
,
file_170.jpg,수면
file_171.jpg,구경
file_172.jpg,피곤
file_173.jpg,당황
file_174.jpg,인사
file_175.jpg,춤
file_176.png,감성
file_177.jpg,피곤
file_178.jpg,소비
file_179.jpg,확인
file_180.jpg,음료
file_181.jpg,탕진
file_182.jpg,눈치
file_183.jpg,공격
file_184.jpg,긴장
file_185.jpg,웃음
file_186.jpg,위협
file_187.jpg,응답
file_188.jpg,당황
file_189.jpg,주저
file_190.jpg,흥겨움
file_191.jpg,춤
file_192.jpg,춤
file_193.jpg,흥겨움
file_194.jpg,마무리
file_195.jpg,마무리
file_196.jpg,후회
file_197.jpg,욕설
file_198.jpg,욕설
file_199.jpg,고함
file_200.jpg,창피
file_201.jpg,신체
file_202.jpg,외모
file_203.jpg,질책
file_204.jpg,짜증
file_205.jpg,외모
file_206.jpg,수면
file_207.jpg,진정
file_208.jpg,용돈
file_209.jpg,부정
file_210.jpg,출생
file_211.jpg,경고
file_212.jpg,식사
file_213.jpg,탕진
file_214.jpg,제재
file_215.jpg,소비
file_216.jpg,소비
file_217.jpg,흥정
file_218.jpg,울분
file_219.jpg,규칙
file_220.jpg,경멸
file_221.jpg,불만
file_222.jpg,처벌
file_223.jpg,인정
file_224.jpg,경고
file_225.jpg,혈압
file_226.jpg,당황
file_227.png,가족
file_228.jpg,개
file_229.png,시간
file_230.png,시간
file_231.png,개
file_232.jpg,불만
file_233.jpg,의사
file_234.jpg,경멸
file_235.jpg,나이
file_236.jpg,제재
file_237.jpg,긍정
file_238.jpg,나이
file_239.jpg,거절
file_240.jpg,무시
file_241.jpg,무시
file_242.jpg,수면
file_243.jpg,무시
file_244.jpg,무시
file_245.jpg,제재
file_246.jpg,경멸
file_247.jpg,제재
file_248.jpg,울분
file_249.jpg,사랑
file_250.jpg,의문
file_251.jpg,의문
file_252.jpg,의문
file_253.jpg,위협
file_254.png,경고
file_255.jpg,욕설
file_256.jpg,울분
file_257.jpg,운동
file_258.jpg,진정
file_259.jpg,얌전
file_260.jpg,실수
file_261.jpg,식사
file_262.jpg,응시
file_263.png,외모
file_264.jpg,거짓말
file_265.jpg,최악
file_266.jpg,웃음
file_267.jpg,춤
file_268.jpg,춤
file_269.jpg,지시
file_270.jpg,의문
file_271.jpg,긴장
file_272.jpg,아기
file_273.jpg,식사
file_274.jpg,인사
file_275.jpg,경계
file_276.jpg,긍정
file_277.jpg,인사
file_278.jpg,피곤
file_279.jpg,피곤
file_280.jpg,짜증
file_281.jpg,피곤
file_282.jpg,기상
file_283.jpg,사랑
file_284.png,일
file_285.jpg,피곤
file_286.jpg,인사
file_287.jpg,구경
file_288.jpg,아기
file_289.jpg,인사
file_290.jpg,기상
file_291.jpg,휴가
file_292.jpg,희망
file_293.png,일
,
file_295.jpg,울분
file_296.jpg,웃음
file_297.jpg,의문
file_298.jpg,경멸
file_299.jpg,가출
file_300.jpg,소개
file_301.jpg,감사
file_302.jpg,피곤
file_303.png,질책
file_304.png,질책
file_305.jpg,인사
