file_name,label
file_2001.jpg,웃음
file_2002.jpg,다이어트
file_2003.jpg,부끄러움
file_2004.jpg,사랑
file_2005.jpg,돈
file_2006.jpg,분노
file_2007.jpg,연애
file_2008.jpg,시비
file_2009.jpg,솔로
file_2010.jpg,당황
file_2011.jpg,웃음
file_2012.jpg,식사
file_2013.jpg,카레
file_2014.jpg,다이어트
file_2015.jpg,다이어트
file_2016.jpg,거지
file_2017.jpg,기부
file_2018.jpg,경직
file_2019.jpg,시간
file_2020.jpg,커피
file_2021.jpg,커피
file_2022.jpg,거절
file_2023.png,사랑
file_2024.png,눈치
file_2025.png,예민
file_2026.png,분노
file_2027.png,술
file_2028.jpg,복귀
file_2029.jpg,무관심
file_2030.jpg,손님
file_2031.jpg,피곤
file_2032.jpg,군대
file_2033.jpg,인사
file_2034.jpg,춤
file_2035.jpg,순진
file_2036.png,식사
file_2037.jpg,다이어트
file_2038.jpg,거짓말
file_2039.jpg,열정
file_2040.jpg,비난
file_2041.jpg,대충
file_2042.jpg,두통
file_2043.png,사표
file_2044.jpg,문제
file_2045.jpg,싸움
file_2046.png,지루
file_2047.jpg,출근
file_2048.jpg,귀찮
file_2049.jpg,거절
file_2050.jpg,생각
file_2051.jpg,설정
file_2052.jpg,상식
file_2053.jpg,짜증
file_2054.jpg,인사
file_2055.jpg,치킨
file_2056.jpg,치킨
file_2057.jpg,답답
file_2058.jpg,치킨
file_2059.jpg,행복
file_2060.jpg,떡볶이
file_2061.jpg,동의
file_2062.jpg,전가
file_2063.jpg,직장
file_2064.jpg,돈
file_2065.png,충격
file_2066.jpg,돈
file_2067.jpg,배신
file_2068.jpg,탓
file_2069.jpg,똥
file_2070.jpg,대답
file_2071.jpg,한심
file_2072.jpg,수긍
file_2073.jpg,식사
file_2074.jpg,시작
file_2075.jpg,고생
file_2076.jpg,엉덩이
file_2077.jpg,타격
file_2078.jpg,웃음
file_2079.png,계획
file_2080.jpg,노출
file_2081.jpg,웃음
file_2082.png,만족
file_2083.jpg,후회
file_2084.jpg,지각
file_2085.jpg,불쌍
file_2086.jpg,사회
file_2087.jpg,존칭
file_2088.jpg,미소
file_2089.jpg,춤
file_2090.png,공부
file_2091.jpg,고기
file_2092.jpg,피로
file_2093.jpg,다이어트
file_2094.jpg,분위기
file_2095.jpg,귀엽
file_2096.jpg,무시
file_2097.jpg,식사
file_2098.jpg,다이어트
file_2099.jpg,잠
file_2100.jpg,사과
